FournisseurID||CompteFournisseur||sigle||RaisonSociale||CC||RCCM||RegimeImposition||SiegeSociale||Responsable||ContactResponsable||ContactBureau||AdressePostale||Mail||ActivitePrincipale||CodeActivitePrincipal||ActiviteSecondaire||ClasseComptabeAppartenance||NomSurCheque||EstActif||DateCreation
11|481215|ANAIS CONSTRUCTION FACTURE|ANAIS CONSTRUCTION FACTURE|1863600J|CI-ABJ-1963-B-782|RS|COCODY RIVIERA BONOUMIN FANCE ABIDJAN MALL|Jules C,sar TCHERAUD|2.25272e+012|2.25272e+012|25 BP 1497 ABIDJAN|anais.construction@gmail.com|TRAVAUX DE MA?ONNERIE ET DE R?NOVATION|NULL|NULL|NULL|ANAIS CONSTRUCTION |1|2025-06-01 16:02:15.377
12|401035|ANOYA SERVICES|ANOYA SERVICES|0821397T|CI-ABJ-A-4139|TEE|PLATEAU RESIDENCE ELISEE|Etiboa Ay,ko, Florence All,ki-Ya|NULL|NULL|28 bp 1317|anoyzservices@gmail.com|NULL|NULL|NULL|NULL|NULL|1|NULL
13|401001|ANTHONY, FOFANA & ASSOCIES|ANTHONY, FOFANA & ASSOCIES|1101422Q|NULL|RN|PLATEAU BOULEVARD D LA REPUBLIQUE|NULL|2.25272e+012|NULL|17 BP 1041|scpaafa@aviso.ci|Cabinet d'avocat|NULL|NULL|NULL|ANTHONY, FOFANA & ASSOCIES|1|NULL
14|401004|ASSURE PLUS|ASSURE PLUS|8003161A|CI-ABJ-1980-B-41598QUA|NULL|NULL|Gilles Kevin Gnamini|7.47263e+008|2.25272e+012|01 BP 3832 Abidjan 01|Sanlamci@ci.sanlam.com|ASSURANCE|NULL|NULL|NULL|ASSURE PLUS|1|NULL
15|401032|ATC COMAFRIQUE|ATC COMAFRIQUE|04211179F|NULL|RN|BOULEVARD DE VRIDI|NULL|NULL|NULL|01 BP 3727 ABIDJAN 01|NULL|NULL|NULL|NULL|NULL|ATC COMAFRIQUE|1|NULL
16|401038|AUTO - GLASS MASTER CI|AUTO - CLASS MASTER|13111557Y|CI-ABJ-2013-B-330|NULL|TREICHVILLE AVENUE 6 RUE 38|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL
17|481206|AUTOMOTIVE VEHICLES & LOGISTICS|AUTOMOTIVE VEHICLES & LOGISTICS|1844760N|CI-ABJ-2018-B-21505|RS|MARCORY 8 RUE CHEVALIER DE CLIEU ZONE 3|NULL|7.48552e+008|NULL|BP 02 CIDEX 03 ABIDJAN|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL
18|401043|BCD|BAT CLEAN DECO|2025814G|CI-ABJ-2020-B-08450|RS|Abidjan, Cocody 2 Plateaux Bvd Latrille|FOFANA KARIDJA|1.0208e+008|2.25079e+012|28 BP 1515 Abidjan 28|Batcleandeco@gmail.com|BATIMENTS ET TRAVAUX PUBLICS, NETTOYAGE ESPACE VERT, DECORATION|NULL|NULL|NULL|NULL|1|NULL
19|401076|BBS|BBS SARL|1853126Q|CI-ABJ-2018-B-26540|RS|ABIDJAN, BINGERVILLE ||||01 BP 1248 Abj 01||VENTE ET LOCATION DE MATERIELS|NULL|NULL|NULL||1|2025-01-28 18:15:16.273
20|481207|BERNABE CƒTE D'IVOIRE|BERNABE CƒTE D'IVOIRE (Investissement)|0100758E|CI-ABJ-1962-B-758|RN|BOULEVARD DE MARSEILLE KM4||2.25272e+012|2.25272e+012|||VENTE DE MATERIELS|NULL|NULL|NULL|BERNABE CI|1|2024-04-12 12:25:53.620
21|401041|BERNABE CƒTE D'IVOIRE (Fonctionnement)|BERNABE CƒTE D'IVOIRE|0100758E|CI-ABJ-1962-B-758|RN|BOULEVARD DE MARSEILLE KM4||||||VENTE DE MATERIELS|NULL|NULL|NULL|BERNABE CƒTE D'IVOIRE|1|2024-10-31 11:05:34.130
22|401074|BOIRE DAOUDA|BOIRE DAOUDA|1004130Z||TEE|ABIDJAN, TREICHVILLE AV 6 RUE 13|BOIRE DAOUDA|||01 BP 1403 ABJ 01|Daoudyb@gmail.com|NEANT|NULL|NULL|NULL||1|2025-01-28 18:14:28.527
23|401044|BULLES|BULLES|0543376N|CI-ABJ-2007-B-1896|RS|TREICHVILLE RUE DES FOREURS TREICHVILLE S ZONE 3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL
24|401082|C.I.E|COMPAGNIE IVOIRIENNE D'ELECTRICITE|9004996S|CI-ABJ-1990-B-149296|RN|TREICHVILLE AVENUE 1 RUE CHRISTIANI||||||Distribution|NULL|NULL|NULL|COMPAGNIE IVOIRIENNE D'ELECTRICITE|1|2024-06-11 13:19:51.960
25|401981|CANAL + HORIZON|CANAL + HORIZON|NEANT |NEANT|NEANT|ARTI|ARTI/DAAF|ARTI|ARTI|ARTI|NEANT|ABONNEMENT CANAL SIEGE|NULL|NULL|NULL|CAISSE|1|2025-01-22 12:09:32.103
26|401077|CCBI|CCBI|1863773A|CI-ABJ-2018-B-31518|TEE|ABIDJAN, KOUMASSI SICOGI|NEANT|||10 BP 3094 ABJ 10||NEANT|NULL|NULL|NULL||1|2025-01-28 18:15:34.157
27|401084|CFAO RETAIL|SOCIETE DE DISTRIBUTION ALIMENTAIRE|1432656V|CI-ABJ-2014-17406|RN|MARCORY BOUVELARD VALERY GISCARD DESTAING|NULL|2.72101e+009|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL
28|401083|CFAO MOTORS|CFAO MOTORS|0100432G|CI-ABJ-1973-B11362|RN|Abidjan TREIVILLE|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL
29|401089|CLASSIC AUTO DESIGN|CLASSIC AUTO DESIGN|1008702P|NULL|RN|NULL|NULL|7.07403e+008|NULL|NULL|NULL|TAPISSERIE AUTO GARNITURE POSE MOQUETTE|NULL|NULL|NULL|NULL|1|NULL
30|401732|SOCOCE II PLATEAUX|CLUB SOCOCE||||NEANT|NEANT|||||NEANT|NULL|NULL|NULL||1|2025-01-28 18:16:56.713
31|401071|COMPLEXE GBEKE|COMPLEXE GBEKE|0503865A|52.529|RS|BOUAKE||2.25273e+012|2.25273e+012|01 BP 939 Bouak, 01||HOTELERIE|NULL|NULL|NULL||1|2025-01-28 18:01:30.843
32|401086|CONNEXION PHOTOGRAPHY|CONNEXION PHOTOGRAPHY|1331588U|CI-ABJ-2016-A-14261|SYNTHETIQUE|ABIDJAN 2 PLATEAUX RUE DES JARDINS|NULL|5.7524e+008|2.25272e+012|27 BP 40 ABJ 27|Info@connexionphotography.com|PHOTOGRAPHIE|NULL|NULL|NULL|NULL|1|NULL
33|401085|CORECT PRINT|CORRECT PRINT|2054809H|CI-GRDBSM-2020-B-6110|TEE|ABIDJAN KOUASSI SICOGI EN FACE DE L'EX CINEMA OUEZZIN|NULL|NULL|NULL|NULL|regarsurimpression1@gmail.com|NULL|NULL|NULL|NULL|NULL|1|NULL
34|401087|CORLAY COTE D'IVOIRE SA|CORLAY COTE D'IVOIRE SA|0100650E|CI-ABJ-1966-B-5002|RN|NULL|NULL|NULL|NULL|01 BP 1782 ABIDJAN 01|Info@corlay.ci|NULL|NULL|NULL|NULL|CORLAY COTE D'IVOIRE SA|1|NULL
35|401085|CORRECT PRINT|CORRECT PRINT|2054809H|CI-GRDBSM-2020-B-6110|TEE|ABIDJAN KOUMASSI, ||2.25071e+012|2.25071e+012|01 BP ||PRINT|NULL|NULL|NULL||1|2025-01-28 18:39:45.493
36|401324|UITP|COTISATION UITP|NEANT |NEANT|NEANT|NEANT||||||NEANT|NULL|NULL|NULL||1|2025-01-28 17:40:46.030
37|401123|DES GATEAUX ET DU PAIN|DES GATEAUX ET DU PAIN|0802892S|CI-ABJ-2008-B-468|RN|ABIDJAN|NULL|NULL|2.25272e+012|01 BP 3729 ABIDJAN 01|Desgateauxetdupain@hotmail.fr|NULL|NULL|NULL|NULL|NULL|1|NULL
38|481299|DIVERS FOURNISSEURS D'INVESTISSEMENT|DIVERS FOURNISSEURS D'INVESTISSEMENT||||C||||||NEANT|NULL|NULL|NULL||1|2025-01-28 18:58:20.513
39|401124|DLP ALU|DLP ALU ||||NEANT||||||NEANT|NULL|NULL|NULL||1|2025-04-05 14:20:57.880
40|401161|EGIB SECURITE|EGIB SECURITE|0901037W|CI-ABJ-2009-B-109|RN|COCODY PLATEAU DOKOUI|NULL|2.72242e+009|NULL|09 BP 1543 ABIDJAN 09|Infos@groupeegib.net|NULL|NULL|NULL|NULL|NULL|1|NULL
41|401994|EMMA CAB|EMMA CAB|FR17799706155|||8 RUE GABRIELLE D'ESTREE 92170 VANVES|||||Emmacab92@yahoo.fr|NEANT|NULL|NULL|NULL|EMMA CAB|1|2025-08-28 13:29:53.013
42|401163|EUROPCAR|EMMA CAB|FR17799706155|Nanterre B 799 706 155| SASU Soci,t, par actions simplifi,e . associ, unique|FRANCE, VANVES|M Muthukumaru SATHEESKUMAR| 08 92 97 59 71 | 08 92 97 59 71 | 8 RUE GABRIELLE D'ESTREES - 92170 VANVES|NEANT| Transports de voyageurs par taxis (4932Z) ET Location de voiture de tourisme avec chauffeur.|NULL|NULL|NULL|EMMA CAB|1|2025-08-28 09:09:46.177
43|401167|ETRACON SARL|ETRACON SARL|0509964K|CI-ABJ-2005-B-1394|RN|ABIDJAN, MARCORY VGE|NULL|7.08697e+008|NULL|18 BP 1294 ABIDJAN 18|Etraconci@gmail.com|NULL|NULL|NULL|NULL|NULL|1|NULL
44|401166|ETS AIDA|ETS AIDA|0819809P|CI-ABJ - 2010-A-2764|TEE|ABIDJAN, RIVIERA 3 ABATTA||NEANT|NEANT|08 BP 990 ABIDJAN 08|Toursandtravels@etsaida.net|NEANT|NULL|NULL|NULL|ETS AIDA|1|2025-01-22 15:29:35.370
45|401168|ETS ETACOM|ETS ETACOM|971127V|CI-ABJ-2015-A-1819|IM|COCODY II PLATEAUX  RUE DES JARDINS|NULL|7.0749e+008|2.25272e+012|06 BP 2205|NULL|PISCINE ET BAIMENT|NULL|NULL|NULL|NULL|1|NULL
46|401163|EUROPCAR|EUROPCAR|0100474J|CI-ABJ-1963-B-782|RN|BOULEVARD DE MARSEILLE ZONE 3||2.72175e+009|2.72175e+009|01 BP 236601|europcar.tmci@tractafric.com|LOCATION DE VOITURE|NULL|NULL|NULL||1|2025-08-28 13:29:24.573
47|401165|EXFI CONSULTING FIRM|EXFI CONSULTING FIRM|1925945M|CI-ABJ-2018-B-03716|RN|ABIDJAN, COCODY, RIVIERA GOLF|NULL|NULL|2.25075e+012|25 BP 1416 ABIDJAN 25|Exfi.onsulting@gmail.com|NULL|NULL|NULL|NULL|NULL|1|NULL
48|401324|FAV. UITP|FAV. UITP|NEANT |NEANT|NEANT|NEANT||||||NEANT|NULL|NULL|NULL||1|2025-01-28 17:41:03.590
49|401208|FAWAZ RADWAN "SUPER AUTO"|FAWAZ RADWAN "SUPER AUTO"|1218814V|NULL|TEE|TREICHVILLE RUE  38 AVENUE 07|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL
50|401206|FER|FONS D'ENTRETIEN ROUTIER|0304966P|CI-ABJ-2001-B-2722683|RN|ABIDJAN, PLATEAU IMMEUBLE FER|NULL|NULL|2.55203e+010|04 BP 3089 ABIDJAN 04|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL
51|401485|FLEUR DE JONQUILLE|FLEUR DE JONQUILLE|1919157Z|CI-ABJ-2016-A-24201|NULL|NULL|AHOUANMENOU NOEL|7.09051e+008|2.2501e+012|NULL|NULL|NULL|NULL|NULL|NULL|Mme MichSle Carville ( Floreal)|1|NULL
52|401203|FLEUR'ATITUD|FLEUR'ATITUD|1226649P|CI-ABJ-2012-A-5814|IS|NULL|NULL|1.01138e+008|2.25272e+012|08 BP 2347 ABIDJAN|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL
53|401204|FRATERNITE MATIN|SOCIETE NOUVELLE DE PRESSE ET D'EDITION DE COTE DIVOIRE|5012019L|NULL|RN|NULL|NULL|NULL|2.25204e+010|01 BP 1807 ABIDJAN 01|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL
54|401242|G4S|G4S|8201525A|CI-ABJ-19682-B-59957|RN|COCODY ii PLATEAUX  NVALLOS RUE J 82 LOT 2310A ILOT 23 /170|NULL|2.25272e+012|2.25272e+012|20 BP 845 ABIDJAN 20|Information@ci.g4s.com|NULL|NULL|NULL|NULL|NULL|1|NULL
55|401243|GALERIES PEYRISSAC|GALERIES PEYRISSAC|1635434J|CI-ABJ-2013-B-7023|RN|ABIDJAN PLATEAUC RUE DU COMMERCE|NULL|2.25272e+012|2.25272e+012|NULL|Info.ci@peyrissac.com|NULL|NULL|NULL|NULL|NULL|1|NULL
56|401058|GATEAUX ET DU PAIN|DES GATEAUX ET DU PAIN|0802892S|CI-ABJ-2008-B-468|RN|ABIDJAN|NEANT|2.25272e+012|2.25272e+012|01 BP 3729 ABIDJAN 01|Desgateauxetdupain@hotmail.fr|NEANT|NULL|NULL|NULL||1|2025-01-28 17:00:51.247
57|401241|GENIAL|GENERAL IVOIRIENNE ALIMENTAIRE|0409036G|CI-ABJ-2004-B-35509|TEE|MARCORY ABIDJAN BOULEVARD DU GABON|NULL|NULL|NULL|04 bp 2533 Abidjan 04|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL
58|401260|GROUPE FSA|GROUPE FSA|2107024K|CI-ABJ-2021-03-B13-002259|TEE|COCODY II PLATEAUX VALLONS|NULL|1.71607e+008|NULL|28 BP 628 ABIDJAN 28|Fredericodi138@gmail.com|NULL|NULL|NULL|NULL|GROUPE FSA|1|NULL
59|401280|H.E.C BUSINESS SCHOOL|H.E.C BUSINESS SCHOOL|0219340H|NULL|RN|ABIDJAN-COCODY|NULL|NULL|NULL|17 BP 84 ABIDJAN 17|info@hec.ci|VISITE TECHNIQUE|NULL|NULL|NULL|HEC|1|NULL
60|481212|HORIZON TECHNOLOGIES|HORIZON TECHNOLOGIES|1220791C|CI-ABJ-2012-A-1904|TEE|ABIDJAN-COCODY RIVIERA|NULL|NULL|2.25272e+012|01 BP 1003 ABIDJAN 01|NULL|NULL|NULL|NULL|NULL|HORIZON TECHNOLOGIES|1|NULL
61|401107|HOTEL LE COLLECTIONNEUR|HOTEL LE COLLECTIONNEUR|NEANT |NEANT|NEANT|NEANT|NEANT|||||NEANT|NULL|NULL|NULL||1|2025-01-28 18:25:42.230
62|401283|HOTEL TIAMA ABIDJAN|HOTEL TIAMA ABIDJAN|NULL|NULL|NULL|PLATEAU BOULEVARD DE LA REPUBLIQUE|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL
63|401286|HUGSON CONSULTING|HUGSON CONSULTING|1528187Q|CI-ABJ-2015-B-13544|RS|ABIDJAN PLATEAU, 7 AVENUE NOGUES|NULL|NULL|NULL|01 BP 12335 ABIDJAN 01|infos@hugsonconsulting.com|NULL|NULL|NULL|NULL|HUGSON CONSULTING  SA|1|NULL
64|481213|IK EVENT'S RESSOURCES|IK EVENT'S RESSOURCES|1409250 U|CI-ABJ-2014-B-4791|RN|ABIDJAN, ADJAME WILLIASMVILE|NULL|NULL|2.25071e+012|06 BP 2313 ABIDJAN 06|iksono@yahoo.fr|NULL|NULL|NULL|NULL|IK EVENT'S RESSOURCES|1|NULL
65|401326|Institut National Polytechnique F,lix HOUPHOUOT-BOIGNY|INP HB|NEANT |NEANT|ADMPUB|YAMOUSOUKRO||+225 27 30 64 66 61|+225 27 30 64 66 61|BP 1093|secretariatdg@inphb.ci|UNIVERSITE |NULL|NULL|NULL|INP HB|1|2025-01-24 17:06:23.357
66|401323|INTELECT PROTECTION|INTELECT PROTECTION|0731479 J|CI-ABJ-2007-B-4678|RN|RUE THOMAS EDISON ZONE 4|NEANT|27 21 24 45 59|27 21 24 45 59|01 BP 1651 ABJ 01|protection@intelec6protection.com|PROTECTION INCENDIE - CONTROLE D'ACCES VIDEO SURVELLIANCE |NULL|NULL|NULL|INTELC PROTECTION|1|2024-10-31 14:23:01.023
67|401327|IVOIRE CARTES SYSTEMES|IVOIRE CARTES SYSTEMES|9901519B|NULL|RN|ABIDJAN, COCODY VALLON|NULL|NULL|NULL|28 BP 8 ABIDJAN 28|ics@ics.ci|NULL|NULL|NULL|NULL|NULL|1|NULL
68|401106|IVOIRE QUINCAILLERIE|IVOIRE QUINCAILLERIE|NEANT |NEANT|NEANT|NEANT|NEANT|||||NEANT|NULL|NULL|NULL||1|2025-01-28 18:24:49.543
69|401328|JAKARA SRVICES|JAKARA SERVICES|1854738E|CI-ABJ-202O-M-08083|TEE|ABIDJAN TREIVILE|NULL|NULL|NULL|22 BP 1219 ABIDJAN 22|christelle.gnahoui@gmail.com|NULL|NULL|NULL|NULL|NULL|1|NULL
70|401331|JUST HUSS SARL|JUST HUSS SARL|10198779A|ABJ-2007-B-4778|RS|ABIDJAN - PLATEAU|NULL|NULL|NULL|01 BP 7879 ABIDJAN 01|justhus@hotmail.fr|NULL|NULL|NULL|NULL|NULL|1|NULL
71|401402|KABOD SIGNATURE IMMOBILIER|KABOD SIGNATURE IMMOBILIER|2032357U|CI-ABJ-2020-B-10791|TEE|ABIDJAN, COCODY VALLON|NULL|2.25272e+012|7.07226e+008|01 BP 6021 ABIDJAN|contact@lamaisondesampoules|NULL|NULL|NULL|NULL|NULL|1|NULL
72|401401|KADIA ENTREPRISES|KADIA ENTREPRISES|1503334S|CI-ABJ-2015-B-1731|TEE|ABIDJAN MARCORY BOULEVARD DE BRAZZAVILLE|NULL|NULL|NULL|03 BP 2492 ABIDJAN 03|NULL|NULL|NULL|NULL|NULL|KADIA ENTREPRISES|1|NULL
73|401480|KARLSRUHER MESSE - UND KONGRESS GMBH|KARLSRUHER MESSE - UND KONGRESS GMBH|NEANT |NEANT|NEANT|NEANT|NEANT|||||NEANT|NULL|NULL|NULL||1|2025-01-28 18:59:47.573
74|401109|KONE HASSAN IDRISS (LOYER)|KONE HASSAN IDRISS (LOYER)||||C||||||NEANT|NULL|NULL|NULL||1|2025-01-28 18:26:33.683
75|401108|LA BOUQUINETTE|LA BOUQUINETTE|9302188P||SYNTHETIQUE|C||||||NEANT|NULL|NULL|NULL||1|2025-01-28 18:26:04.077
76|401119|LA MAISON DES AMPOULES|COMPTOIR  DISTRIBUTION ELECTRIQUE|1548560M|CI-ABJ-2015-B-23689|ME|ABIDJAN COCODY DEUX PLATEAUX|NULL|NULL|2.25272e+012|01 BP 6021 ABIDJAN 01|Contact@lamaisondesampoules.net|NULL|NULL|NULL|NULL|NULL|1|NULL
77|401120|LA POSTE DE COTE DIVOIRE|LA POSTE DE COTE DIVOIRE|9910347J|CI-ABJ-2018-M-24834|SE|ABIDJAN PLATEAU  IMMEUBLE POSTEL 2001 RUE LE COUR|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL
78|401120|LA POSTE DE COTE D'IVOIRE|LA POSTE DE COTE D'IVOIRE|NEANT |NEANT|SE|ABIDJAN COCODY|NEANT|||||NEANT|NULL|NULL|NULL||1|2025-01-28 18:12:27.420
79|401057|LASS BOUTIQUE|LASS BOUTIQUE|1406555T|CI-ABJ-2014-A-860|TEE|ABIDJAN||||||COMMERCIALISATION DE PRODUITS ET PRESTATION DE SERVICES ;|NULL|NULL|NULL||1|2025-01-28 17:00:40.063
80|401105|LEADER PRICE COTE D'IVOIRE|LEADER PRICE COTE D'IVOIRE|1868888C|CI-ABJ-2018-B-32958|RN|MARCORY ZONE 4 RUE DU DOCTEUR BLANCHARD IMMEUBLE||2.25272e+012|2.25272e+012|11 BP 1786 ABIBJAN||Centre Commerciaux|NULL|NULL|NULL||1|2025-01-28 18:22:26.147
81|481300|LIBRAIRIE DE FRANCE GROUPE|LIBRAIRIE DE FRANCE GROUPE|9511970B|CI-ABJ-1995-B-188116|RN|PLATEAU AVENUE CHARDY IMMEUBLE ALPHA 200||2.72031e+009|2.72031e+009|01 BP 228 ABIDAN||MULTISERVICE|NULL|NULL|NULL|LIBRAIRIE DE FRANCE GROUPE|1|2025-07-15 09:29:28.190
82|401443|LIBRAIRIE LA BOUQUINETTE|LIBRAIRIE LA BOUQUINETTE|9302188P|NULL|SYNTHETIQUE|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL
83|481214|MASTER TECHNOLOGIE INFORMATIQUE|MASTER TECHNOLOGIE INFORMATIQUE|1870194S|CI-ABJ-2018-A-33567|TEE|COCODY 2 PLATEAUX RUE DES JARDINS FACE STATION CORLAY|NEANT|7.07903e+008|7.07903e+008|26 BP  125 ABIDJAN||NEANT|NULL|NULL|NULL||1|2025-01-27 08:59:30.560
84|401481|MASTER TECHNOLOGIE INFORMATIQUE|MASTER TECHNOLOGIE INFORMATIQUE|1870194S|CI-ABJ-2018-A-33567|TEE|COCODY 2 PLATEAUX RUE DES JARDINS FACE STATION CORLAY||7.07903e+008|7.07903e+008|26 BP  125 ABIDJAN||Vente de fourniture, Mat,riels de bureau et informatique |NULL|NULL|NULL|MASTER TECHNOLOGIE INFORMATIQUE|1|2024-10-31 14:48:55.970
85|481226|MEDIASOFT LAFAYETTE|MEDIASOFT LAFAYETTE|9812959A|NEANT|RN|ABIDJAN - PLATEAU|NEANT|NEANT|NEANT|22 BP 284 ABIDJAN 22|infos@mediasoftci.net|NEANT|NULL|NULL|NULL|MEDIASOFT LAFAYETTE|1|2025-01-22 15:09:50.407
86|401480|MESSE KARLSRUHE|MESSE KARLSRUHE|NULL|NULL|NULL|FESPLATZ 9 76134 KARLSRUHE GERMANY|NULL|4.97214e+008|NULL|NULL|info@messe-karlsruhe.de|NULL|NULL|NULL|NULL|NULL|1|NULL
87|401483|MI3E|MI3E|1402814P|CI-SBR-13-PO-299|TEE|ABIDJAN-KOUMASSI BIA SUD |KONAN KOUASSI DONATIEN|||31 BP 476 ABIDJAN 31||MAINTENANCE GROUPE ELECTROGENE|NULL|NULL|NULL|MI3E|1|2024-10-31 14:55:27.733
88|401112|NASCO PIECE AUTO|NASCO PIECE AUTO|0718883B|CI-ABJ-2011-A-9847||COCODY RIVIERA 2||||||vente de piSces d,tacher de v,hicule|NULL|NULL|NULL||1|2025-01-28 18:31:54.703
89|401484|NOEMA CONSULTING|NOEMA CONSULTING|2021367T|CI-ABJ-2020-B-06498|RS|ABIDJAN COCODY RIVIERA BONOUMIN EST -OUEST|NULL|7.07832e+008|NULL|25 BP 1775 ABIDJAN 25|NULL|NULL|NULL|NULL|NULL|NOEMA CONSULTING|1|NULL
90|481220|NOVASYS|NOVASYS|1263304K|CI-ABJ-2012-B-7995|RS|COCODY, RIVIERA 3||||10 BP 322 ABIDJAN 10|direction@novasys.ci|INFORMATIQUE|NULL|NULL|NULL|NOVASYS|1|2024-04-15 09:44:10.263
91|401550|O'CONFECTION|O'CONFECTION|NULL|NULL|NULL|NULL|NULL|7.0808e+008|NULL|NULL|oualyolivier@gmail.com|NULL|NULL|NULL|NULL|NULL|1|NULL
92|401560|OIM TRAVEL|OIM TRAVEL|1110219G|CI-ABJ-2010-B-6456|RS|PLATEAU RUE DU COMMERCE MAISON  DU MALI REZ DE CHAUSSEE|NULL|7.0745e+008|2.25272e+012|20 BP 358 ABIDJAN 20|oimtravel@yahoo.fr|NULL|NULL|NULL|NULL|NULL|1|NULL
93|401561|ORANGE CƒTE D'IVOIRE |ORANGE CƒTE D'IVOIRE|9606123E|CI-ABJ-1996-B-196491|RN|MARCORY IMMEUBLE QUARTZ||2.25272e+012|2.25272e+012|11 BP 202 ABIDJAN 11|orangebusiness.oci@orange.com|TELECOMMUNICATION|NULL|NULL|NULL|ORANGE CƒTE D'IVOIRE SA|1|2025-01-28 18:24:15.113
94|401561|ORANGE CƒTE D'IVOIRE|ORANGE CƒTE D'IVOIRE |9606123E|CI-ABJ-1996-B-196491|RN|MARCORY IMMEUBLE QUARTZ||||||TELECOMMUNICATION|NULL|NULL|NULL|ORANGE CƒTE D'IVOIRE SA|1|2025-01-28 18:23:58.437
95|401561|ORANGE CƒTE D'IVOIRE|ORANGE CƒTE D'IVOIRE |9606123E|CI-ABJ-1996-B-196491|RN|MARCORY IMMEUBLE QUARTZ||||||TELECOMMUNICATION|NULL|NULL|NULL|ORANGE CƒTE D'IVOIRE  SA|1|2024-05-27 15:58:27.797
