DemandeExpressionID||FournisseurID||UtilisateurID||Imputation||CodeActivite||NatureNBE||NatureSYSCO||MontantMarche||Dotationbudgetaire||EngagementsAnterieur||EngagementsActuel||TypeDepense||NumDepense||Exercice||Date||NumOS||Action||Activite||Direction||SousActivite||NatureDepense||CodeFournisseur||RaisonSociale||Sigle||CC||RCCM||Adresse||CpteBancaire||Banque||ModePaiement||ModalitePaiement||Objet1||SourceFinancement||SourceDecaissement||NumDepenseAnnulee||MotifRejet||EtatValidateCB||DateValidateCB||NomCB||EtatValidateDMGP_DGPEC||DateValidateDMGP_DGPEC||NomDMGP_DGPEC||EtatValidateDAAF||DateValidateDAAF||NomValidateDAAF||EtatValidateDG||DateValidateDG||NomValidateDG||Etat||Etape||NumMarche||ReferenceNoteDG||CumulEgagement||DisponibleBudgetaire||Devis_Proforma||FicheContrat||BonCommande||DateScanning||EngagementAnterieurVal||PjFichier1||PjFichier2||PjFichier3||TypeChargeID
440882|171|38|1101131002022611200|131 : Fonctionnement|611200 Indemnit,s de mission . l'int,rieur|638400 FRAIS DE MISSIONS|10000|1740000.0|10000.0|10000.0|NULL|ARTI001250010|2025.0|2025-01-17|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Direction de la Gestion Pr,visionnelle de l'Emploi|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|171.0|PERSONNEL DE L'ARTI|PERSONNEL DE L'ARTI|NULL|NULL|NULL|NULL|NULL|NULL|NULL|TRANSMISSION DE DOCUMENTS ADMINITRATIFS AU BUREAU REGIONAL DE BOUAKE|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-01-19|N'ZI Assamoua D,sir,|1|1|NEANT|812-2024-DG-DGPECRP|10000|1730000|ARTI001250010.pdf|ARTI001250010.pdf|ARTI001250010.pdf|2025-01-24|0|20250115141946_Mission Monsieur GBAMELE Sim,on.pdf|20250115141946_Mission Monsieur GBAMELE Sim,on.pdf|20250115141946_|2
440883|58|31|1101131002022614710|131 : Fonctionnement|614710 Entretien et r,paration des v,hicules|624200 ENTRETIEN ET REPARATION DES BIENS MOBILIERS|225000|12593776.0|225000.0|225000.0|NULL|ARTI001250011|2025.0|2025-04-08|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|58.0|GROUPE FSAGROUPE FSAGROUPE FSA|GROUPE FSA|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Achat de batterie du v,hicule NISSAN PATROL 6767 KR 01|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-01-20|N'ZI Assamoua D,sir,|1|0|NEANT|005-01-2025/ARTI/DAAF/SDMG/KJAi|225000|12368776|20250303164929_BON DE COMMANDE GROUPE FSA.pdf|20250303164929_BON DE COMMANDE FSA.pdf|20250303164929_BON DE COMMANDE FSA.pdf|2025-01-21|225000|20250115210054_FACTURE GROUPE FSA-225 000.pdf|20250115210054_|20250115210054_|2
440884|6|9|1101131002022614710|131 : Fonctionnement|614710 Entretien et r,paration des v,hicules|624200 ENTRETIEN ET REPARATION DES BIENS MOBILIERS|455669|12593776.0|455669.0|455669.0|NULL|ARTI001250012|2025.0|2025-03-06|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|6.0|AFRICAUTOAFRICAUTO|AFRICAUTO|NULL|NULL|NULL|NULL|NULL|NULL|NULL|R,vision des 30000 kms du v,hicule FORD EXPLORER immatricul, 1415 LJ 01|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-01-20|N'ZI Assamoua D,sir,|1|0|NEANT|007-01-2025/ARTI/DAAF/SDMG/KJAi|455669|12138107|20250306093453_DV AFRICAUTO_15012025_455669.pdf|20250306093453_BC00001461_AFRICAUTO_20012025_455669.pdf|20250306093453_DV AFRICAUTO_15012025_455669.pdf|2025-01-21|455669|20250115210728_DEVIS DE AFRICAUTO DE LA 1415LJ01.pdf|20250115210728_|20250115210728_|2
440885|128|38|1101131002022601590|131 : Fonctionnement|601590 Autres achats de petits mat,riels et fournitures techniques|605600 ACHAT DE PETIT MATERIEL OUTILLAGE|394050|1895163.0|394050.0|394050.0|NULL|ARTI001250013|2025.0|2025-04-23|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|128.0|SOCIETE ORCA DECOSOCIETE ORCA DECO|ORCA DECO|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Demande d'acquisition des Assiettes creuses, Assiettes . dessert et des Verres . Eau.|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-01-20|N'ZI Assamoua D,sir,|1|9|NEANT|007-01-2025/ARTI/DAAF/SDMG/KJAi|394050|1501113|20250423111030_Document (3).pdf|20250423111030_Document (3).pdf|20250423111030_Document (3).pdf|2025-01-21|394050|20250115210925_DEVIS DE ORCA.pdf|20250115210925_|20250115210925_|2
440886|160257|38|1101131002022614710|131 : Fonctionnement|614710 Entretien et r,paration des v,hicules|624200 ENTRETIEN ET REPARATION DES BIENS MOBILIERS|115000|12593776.0|115000.0|115000.0|NULL|ARTI001250014|2025.0|2025-04-03|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|160257.0|ETS JEHOVAH-JIREH SARLETS JEHOVAH-JIREH SARL|ETS JEHOVAH-JIREH SARL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Achat de batterie de v,hicule SUZUKI VITARA 2923 LP 01|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-01-20|N'ZI Assamoua D,sir,|1|0|NEANT|008-01-2025/ARTI/DAAF/SDMG/KJAi|115000|12478776|20250403154321_ARTI10125001420250306080844_FP JEHOVA JIREH FICHE DE SELECTION_115000.pdf|20250403154321_ARTI10125001420250306080844_FP JEHOVA JIREH FICHE DE SELECTION_115000.pdf|20250403154321_BC00001460_JEHOVA JIREH_20012025_115000.pdf|2025-01-21|115000|20250115211221_FACTURE DE BATTERIE BOKOUA EST JEV-115 000.jpg|20250115211221_|20250115211221_|2
440887|14|38|1101131002022615200|131 : Fonctionnement|615200 Assurances des v,hicules automobiles, v,hicules . 2 roues et tricycles|625200 ASSURANCES AUTOMOBILES|12943650|24012613.0|12943650.0|12943650.0|NULL|ARTI001250015|2025.0|2025-01-17|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|14.0|ASSURE PLUS|ASSURE PLUS|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Demande de paiement de la facture d'assurance Automobile pour l'ann,e 2025 de l'ARTI.|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-01-19|N'ZI Assamoua D,sir,|1|1|NEANT|009-01-2025/ARTI/DAAF/SDMG/KJAi|12943650|11068963|ARTI001250015.pdf|ARTI001250015.pdf|ARTI001250015.pdf|2025-01-20|0|20250115211940_ASSURE PLUS FNo 005 ASSUR AUTO.pdf|20250115211940_|20250115211940_|2
440888|114|38|1101131002022612100|131 : Fonctionnement|612100 Loyers et charges locatives des locaux (hors logements de personnel)|622220 LOYER BUREAU REGIONAL_BOUAKE|750000|39437500.0|750000.0|750000.0|NULL|ARTI001250016|2025.0|2025-01-17|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|114.0|SEYDOU OUATTARA (LOYER)_BKE|SEYDOU OUATTARA (LOYER)_BKE|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Demande de paiement du loyer bureau r,gional de l'ARTI sis . Bouake pour le 1er trimestre janvier, f,vrier, mars 2025.|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-01-19|N'ZI Assamoua D,sir,|1|1|NEANT|010-01-2025/ARTI/DAAF/SDMG/KJAi|750000|38687500|ARTI001250016.pdf|ARTI001250016.pdf|ARTI001250016.pdf|2025-01-20|0|20250115212148_FACTURE LOYER BOUAKE-  1ER TRIMESTRE 2025.pdf|20250115212148_CONTRAT DE BAIL BOUAKE.pdf|20250115212148_|1
440889|171|35|1101131002022611200|131 : Fonctionnement|611200 Indemnit,s de mission . l'int,rieur|638400 FRAIS DE MISSIONS|25000|1740000.0|25000.0|25000.0|NULL|ARTI001250017|2025.0|2025-01-27|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Direction de la Gestion Pr,visionnelle de l'Emploi|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|171.0|PERSONNEL DE L'ARTIPERSONNEL DE L'ARTI|PERSONNEL DE L'ARTI|NULL|NULL|NULL|NULL|NULL|NULL|NULL|DEPOT DE COURRIER DE REMERCIEMENTS |NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-01-19|N'ZI Assamoua D,sir,|1|0|NEANT|814-2024-DG-DGPECRP|25000|1715000|20250127175346_||20250127175346_ORDRE ET FICHE DE MISSION AVEC IMPUTATION B DIOMANDE ADAMA.pdf|2025-01-21|25000|20250117102735_Mission Mr DIOMANDE Adama.pdf|20250117102735_Mr DIOMANDE Adama.pdf|20250117102735_|2
440890|160258|38|1101131002022618100|131 : Fonctionnement|618100 Abonnements et consommations de t,l,phone, et d'autres t,l,communications|628150 FRAIS D'INTERNET|1593000|11349814.0|1593000.0|1593000.0|NULL|ARTI001250018|2025.0|2025-01-18|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Directeur des SystSmes d'Information par Int,rim|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|160258.0|VIPNET |VIPNET |NULL|NULL|NULL|NULL|NULL|NULL|NULL|ACQUISITION DE POINTS D'ACCES WIFI POUR SITE ARTI ABIDJAN|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-01-21|N'ZI Assamoua D,sir,|1|9|NEANT|07-2025/DSI/AYGC|1828028|9521786|ARTI001250018.pdf|ARTI001250018.pdf|ARTI001250018.pdf|2025-01-31|235028|20250117182049_PROFORMA_ COUVERTURE WIFI_ VIPNET_ARTI.pdf|20250117182049_|20250117182049_|2
440891|93|38|1101131002022618300|131 : Fonctionnement|618300 Abonnements et consommations Internet |628150 FRAIS D'INTERNET|45000|7550546.0|0.0|45000.0|NULL|ARTI001250019|2025.0|2025-05-20|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Direction  des Affaires Administratives et financiSres|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|93.0|ORANGE CƒTE D'IVOIREORANGE CƒTE D'IVOIREORANGE CƒTE D'IVOIREORANGE CƒTE D'IVOIREORANGE CƒTE D'IVOIREORANGE CƒTE D'IVOIRE|ORANGE CƒTE D'IVOIRE |NULL|NULL|NULL|NULL|NULL|NULL|NULL|DEMANDE D'AUGMENTATION DU DEBIT INTERNET ORANGE FIBRE, DE L'ARTI A 1 GO|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-01-20|N'ZI Assamoua D,sir,|1|0|NEANT|05-2024/DSI/AYGC|45000|7505546|20250311110556_CONTRAT ORANGE COTE DIVOIRE.pdf|20250311110556_ACHAT BOX INTERNET ORANGE 45 000 F.pdf|20250311110556_ACHAT BOX INTERNET ORANGE 45 000 F.pdf|2025-01-20|0|20250117150234_OFFRE FIBERBOX WIFI 6.pdf|20250117150234_|20250117150234_|2
440892|160259|38|1101131002022614300|131 : Fonctionnement|614300 : Entretien des installations ,lectriques, climatiseurs, sanitaires et plomberies|605600 ACHAT DE PETIT MATERIEL OUTILLAGE|65000|5481937.0|65000.0|65000.0|NULL|ARTI001250020|2025.0|2025-01-21|OS1 : Construire la structure fonctionnelle et de pilotage de l'autorit,|Am,liorer les performances op,rationnelles de l'ARTI.|131 : Fonctionnement|Service des Moyens G,n,raux|002 : Gestion des Activit,s de Fonctionnement de l'ARTI|NULL|160259.0|GLOBAL BUILDING & SERVICES|GLOBAL BUILDING & SERVICES|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Demande de d,pannage d',lectricit, au siSge de l'ARTI |NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|2025-01-21|N'ZI Assamoua D,sir,|1|1|NEANT|011-01-2025/ARTI/DAAF/SDMG/KJAi|65000|5416937|ARTI001250020.pdf|ARTI001250020.pdf|ARTI001250020.pdf|2025-01-23|0|20250120143532_FACTURE GLOBAL CIE-65 000.pdf|20250120143532_|20250120143532_|2
